ID,Category,Image_ID,Equation,Solution_Steps,Sign_Language,Sign_Text,Sign_Translation,Anomaly_Type,Anomaly_Score,Timestamp,Camera_ID,Confidence_Score,Bounding_Box_X,Bounding_Box_Y,Bounding_Box_Width,Bounding_Box_Height,Blur_Level,Brightness_Level,Contrast_Level,Noise_Level,Label
561,Multi-lingual Street Signs,IMG_4262,,,French,No Entry,Limite de velocidad 50,,,2024-01-01 09:20:00,,0.93,57,339,145,158,0.5083345765124759,0.8488244508326378,0.5722222456462651,0.04768941801771953,Incorrect
562,Security Camera Anomalies,IMG_4030,,,,,,Unauthorized Access,0.73,2024-01-01 09:21:00,22.0,0.66,294,179,152,143,0.6130802629133143,0.8380172352368185,0.558810255473108,0.6739122543542819,Incorrect
563,Multi-lingual Street Signs,IMG_9217,,,French,Stop,禁止进入,,,2024-01-01 09:22:00,,0.55,308,50,133,191,0.23610310703533144,0.15947926279271707,0.9335575297443666,0.39845087956746295,Uncertain
564,Security Camera Anomalies,IMG_8173,,,,,,Normal,0.8,2024-01-01 09:23:00,2.0,0.91,58,62,96,121,0.7304361134584418,0.5518430391447353,0.8622894940132958,0.1248149009906746,Incorrect
565,Multi-lingual Street Signs,IMG_5496,,,English,Yield,Limite de velocidad 50,,,2024-01-01 09:24:00,,0.58,9,321,135,99,0.7316576110976534,0.2089893422161856,0.26022704799631324,0.2577859484756744,Incorrect
566,Multi-lingual Street Signs,IMG_1857,,,Spanish,No Entry,禁止进入,,,2024-01-01 09:25:00,,0.94,394,54,144,64,0.8443209477476172,0.04103073202542362,0.2472556400022332,0.6762813116861788,Incorrect
567,Multi-lingual Street Signs,IMG_8947,,,Chinese,Stop,Cédez le passage,,,2024-01-01 09:26:00,,0.8,200,133,185,88,0.7222366305014992,0.9559645726251755,0.19696401712105138,0.0298219416228378,Uncertain
568,Multi-lingual Street Signs,IMG_7851,,,Chinese,Speed Limit 50,Cédez le passage,,,2024-01-01 09:27:00,,0.82,229,156,168,89,0.7610606924248241,0.0603727150703639,0.7785560050993199,0.9313164301485949,Uncertain
569,Security Camera Anomalies,IMG_2657,,,,,,Normal,0.47,2024-01-01 09:28:00,10.0,0.73,396,137,183,139,0.5049302364094915,0.8385395832200837,0.13346844039986616,0.07985123343065059,Uncertain
570,Security Camera Anomalies,IMG_9067,,,,,,Unauthorized Access,0.02,2024-01-01 09:29:00,46.0,0.64,229,358,165,159,0.0364201033974767,0.25781066540004993,0.24481286343801756,0.8739909322437067,Correct
571,Security Camera Anomalies,IMG_2436,,,,,,Normal,0.53,2024-01-01 09:30:00,47.0,0.52,87,364,140,118,0.9962100550079565,0.6164109504647954,0.04868980064702699,0.14322274758153042,Incorrect
572,Multi-lingual Street Signs,IMG_1704,,,Chinese,No Entry,禁止进入,,,2024-01-01 09:31:00,,0.66,85,135,126,194,0.6422077278277594,0.7861049540414671,0.09928466707265438,0.4119227519535489,Incorrect
573,Handwritten Math Solutions,IMG_7657,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 09:32:00,,0.87,120,255,158,59,0.2952655173413974,0.7139649448792749,0.16433712679043888,0.2725112595074458,Incorrect
574,Multi-lingual Street Signs,IMG_5606,,,Spanish,Yield,Cédez le passage,,,2024-01-01 09:33:00,,0.73,495,48,194,106,0.14899575367047424,0.8546427179198142,0.799807969984044,0.45488422369954296,Incorrect
575,Multi-lingual Street Signs,IMG_8680,,,French,Speed Limit 50,禁止进入,,,2024-01-01 09:34:00,,0.58,34,230,92,80,0.936598331483004,0.7606187825075875,0.8214143510561346,0.21604096014323826,Uncertain
576,Handwritten Math Solutions,IMG_4824,∫ x dx,1.0,,,,,,2024-01-01 09:35:00,,0.94,36,413,165,148,0.05379776175563589,0.14260299773069385,0.809970646152321,0.35488244541343017,Correct
577,Handwritten Math Solutions,IMG_5523,Σ(n=1 to ∞) 1/n^2,6.0,,,,,,2024-01-01 09:36:00,,0.93,344,463,110,117,0.26153521983125627,0.27645011442984035,0.7872228663642726,0.2496613592007938,Incorrect
578,Security Camera Anomalies,IMG_1816,,,,,,Unauthorized Access,0.94,2024-01-01 09:37:00,3.0,0.66,54,362,152,129,0.36185249600108604,0.8983323096914048,0.6901188973559249,0.3551057305329314,Correct
579,Handwritten Math Solutions,IMG_9195,Σ(n=1 to ∞) 1/n^2,8.0,,,,,,2024-01-01 09:38:00,,0.8,216,488,118,178,0.9382825001279297,0.4076670927132746,0.6117392671482539,0.8034424052091543,Correct
580,Security Camera Anomalies,IMG_3734,,,,,,Loitering,0.86,2024-01-01 09:39:00,42.0,0.75,38,358,99,182,0.6693032230367063,0.7236368166901793,0.13960383217877004,0.8870075494189464,Incorrect
581,Security Camera Anomalies,IMG_5722,,,,,,Loitering,0.28,2024-01-01 09:40:00,43.0,0.78,255,87,110,127,0.8642897764030384,0.5561816294569198,0.7096509617750802,0.5843086483826551,Incorrect
582,Handwritten Math Solutions,IMG_9147,x^2 + y^2 = 25,1.0,,,,,,2024-01-01 09:41:00,,0.89,219,423,111,122,0.8669179671452937,0.4670510669701512,0.4817622747546817,0.8164657246158393,Correct
583,Handwritten Math Solutions,IMG_8753,Σ(n=1 to ∞) 1/n^2,6.0,,,,,,2024-01-01 09:42:00,,0.51,323,328,168,190,0.2526035419994336,0.9866912657184501,0.07135518302206845,0.921944624042148,Correct
584,Security Camera Anomalies,IMG_9575,,,,,,Loitering,0.4,2024-01-01 09:43:00,17.0,0.82,151,229,52,142,0.3700584013390704,0.6739444777140815,0.7195147009296097,0.5980187776102883,Uncertain
585,Security Camera Anomalies,IMG_8022,,,,,,Normal,0.71,2024-01-01 09:44:00,43.0,0.76,272,446,79,88,0.010502546987990802,0.7708491404505518,0.5863044681094224,0.12834794170550023,Correct
586,Handwritten Math Solutions,IMG_2011,Σ(n=1 to ∞) 1/n^2,6.0,,,,,,2024-01-01 09:45:00,,0.58,151,31,74,157,0.7555392825705,0.5392187662911992,0.006300995569124113,0.9157297270900406,Uncertain
587,Multi-lingual Street Signs,IMG_7487,,,Chinese,Stop,Alto,,,2024-01-01 09:46:00,,0.64,298,286,185,171,0.9956336455247746,0.4419323532955166,0.33838559138946467,0.1315153849721259,Incorrect
588,Handwritten Math Solutions,IMG_5979,x^2 + y^2 = 25,5.0,,,,,,2024-01-01 09:47:00,,0.82,486,321,110,140,0.8968838345398361,0.5787140667384714,0.20797645006975585,0.21983841347354605,Correct
589,Handwritten Math Solutions,IMG_6100,x^2 + y^2 = 25,7.0,,,,,,2024-01-01 09:48:00,,0.77,476,472,192,65,0.8839974003753897,0.7773346319939266,0.5786280203164619,0.43427397301596526,Uncertain
590,Security Camera Anomalies,IMG_8767,,,,,,Normal,0.33,2024-01-01 09:49:00,47.0,0.99,40,338,138,181,0.913041024550329,0.8541217933761931,0.9720434765598075,0.9858454891283654,Uncertain
591,Security Camera Anomalies,IMG_9231,,,,,,Normal,0.26,2024-01-01 09:50:00,3.0,0.82,26,97,50,178,0.34662503278877155,0.07483515010851183,0.3949725044165031,0.8075650216764533,Correct
592,Multi-lingual Street Signs,IMG_7292,,,Chinese,Speed Limit 50,Alto,,,2024-01-01 09:51:00,,0.95,61,294,156,115,0.47262344600082584,0.9031887656823523,0.6689089541827236,0.18093159693707273,Uncertain
593,Security Camera Anomalies,IMG_8574,,,,,,Unauthorized Access,0.41,2024-01-01 09:52:00,36.0,0.58,237,313,73,68,0.3970596608881073,0.274249647577817,0.31898220776416397,0.7050975346624119,Correct
594,Handwritten Math Solutions,IMG_6751,Σ(n=1 to ∞) 1/n^2,2.0,,,,,,2024-01-01 09:53:00,,0.7,39,247,67,109,0.7192022414931604,0.1098316618467593,0.622000360186538,0.057219839941463846,Uncertain
595,Handwritten Math Solutions,IMG_4294,∫ x dx,5.0,,,,,,2024-01-01 09:54:00,,0.72,411,166,192,119,0.020888657858056603,0.1522037094550468,0.5064343767285554,0.27230027315045824,Correct
596,Handwritten Math Solutions,IMG_4839,∫ x dx,9.0,,,,,,2024-01-01 09:55:00,,0.76,78,174,147,132,0.22519441702571052,0.7181873876894408,0.7726314996779854,0.2648570335112599,Correct
597,Multi-lingual Street Signs,IMG_8856,,,French,Stop,Limite de velocidad 50,,,2024-01-01 09:56:00,,0.73,366,325,93,74,0.4004477500721313,0.22058815708070223,0.8133296656137022,0.49237725956294376,Uncertain
598,Multi-lingual Street Signs,IMG_7875,,,Chinese,Stop,禁止进入,,,2024-01-01 09:57:00,,0.63,59,364,167,98,0.22703228449290758,0.004871318061212659,0.585507032445927,0.9763449876305632,Incorrect
599,Security Camera Anomalies,IMG_4078,,,,,,Normal,0.43,2024-01-01 09:58:00,13.0,0.5,47,287,160,131,0.6276348912870313,0.30045960516238557,0.08270814206005384,0.16048322989142194,Uncertain
600,Security Camera Anomalies,IMG_2776,,,,,,Unauthorized Access,0.34,2024-01-01 09:59:00,13.0,0.81,266,464,62,178,0.9403419512316346,0.2502746766720707,0.5960577734098245,0.3090177624087095,Uncertain
601,Handwritten Math Solutions,IMG_8548,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-01 10:00:00,,0.66,238,374,191,67,0.6575816462800914,0.8374510480644649,0.28175428684415427,0.41472662849863207,Correct
602,Handwritten Math Solutions,IMG_2853,∫ x dx,1.0,,,,,,2024-01-01 10:01:00,,0.58,111,69,175,126,0.9302497403639718,0.15408580510519143,0.23610960320995433,0.9490444572441683,Correct
603,Security Camera Anomalies,IMG_8675,,,,,,Loitering,0.26,2024-01-01 10:02:00,12.0,0.93,341,367,132,50,0.3605262195862382,0.5004638365739863,0.3632060632900398,0.8402862933858956,Incorrect
604,Security Camera Anomalies,IMG_9839,,,,,,Loitering,0.35,2024-01-01 10:03:00,19.0,0.65,74,103,173,92,0.7859220453622199,0.5030945186128832,0.41857879823608457,0.2491703972839201,Correct
605,Security Camera Anomalies,IMG_9926,,,,,,Loitering,0.35,2024-01-01 10:04:00,29.0,0.76,375,24,68,79,0.8088531679276705,0.5188784451796066,0.901005029067021,0.6982349222594909,Correct
606,Handwritten Math Solutions,IMG_8213,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 10:05:00,,0.56,488,42,116,176,0.49702877725347727,0.08220894220934627,0.258250571097529,0.4775123356441874,Incorrect
607,Multi-lingual Street Signs,IMG_3170,,,French,No Entry,Cédez le passage,,,2024-01-01 10:06:00,,0.61,117,406,199,132,0.2386769032182391,0.098412683497621,0.5246524000972577,0.5936494678331979,Uncertain
608,Security Camera Anomalies,IMG_3647,,,,,,Loitering,0.79,2024-01-01 10:07:00,3.0,0.96,106,257,129,199,0.5720567692100876,0.18035315364870808,0.3240678004956974,0.37026270559245167,Correct
609,Security Camera Anomalies,IMG_9923,,,,,,Unauthorized Access,0.19,2024-01-01 10:08:00,50.0,0.73,331,290,115,195,0.3319171072660687,0.06545603127691346,0.23487967104238383,0.3049244615068253,Uncertain
610,Multi-lingual Street Signs,IMG_6380,,,Spanish,Stop,禁止进入,,,2024-01-01 10:09:00,,0.72,291,104,91,135,0.5484456270964536,0.8775882289892762,0.3915402181306752,0.8622772210486698,Uncertain
611,Security Camera Anomalies,IMG_1103,,,,,,Loitering,0.75,2024-01-01 10:10:00,24.0,0.8,387,82,181,63,0.2840070293270991,0.25838004957234084,0.5668566113244,0.9127800255803663,Incorrect
612,Handwritten Math Solutions,IMG_7445,∫ x dx,10.0,,,,,,2024-01-01 10:11:00,,0.72,377,494,156,190,0.18947209705311152,0.16400453844949736,0.8140694241649648,0.5135840253556336,Correct
613,Handwritten Math Solutions,IMG_4407,∫ x dx,10.0,,,,,,2024-01-01 10:12:00,,0.62,434,293,159,177,0.7875666844170297,0.9552254786063523,0.771803502091789,0.08348228742571362,Uncertain
614,Handwritten Math Solutions,IMG_6621,x^2 + y^2 = 25,9.0,,,,,,2024-01-01 10:13:00,,0.69,18,14,55,170,0.4720926426239651,0.545699143376931,0.7632135192012865,0.06679266147889895,Correct
615,Handwritten Math Solutions,IMG_6680,∫ x dx,4.0,,,,,,2024-01-01 10:14:00,,0.99,354,34,167,181,0.20547598186973137,0.4986460202214913,0.11505476088838573,0.9928062073789505,Incorrect
616,Security Camera Anomalies,IMG_3834,,,,,,Loitering,0.85,2024-01-01 10:15:00,14.0,0.86,273,198,66,153,0.7076563866425999,0.9661933282523187,0.2500304458379782,0.1942671255307532,Uncertain
617,Security Camera Anomalies,IMG_3451,,,,,,Loitering,0.31,2024-01-01 10:16:00,39.0,0.57,275,419,58,124,0.2715891556235236,0.3343404882284572,0.11500898037746021,0.5439418756768478,Uncertain
618,Multi-lingual Street Signs,IMG_9521,,,English,No Entry,禁止进入,,,2024-01-01 10:17:00,,0.81,120,70,183,131,0.861703418916098,0.38438692810183106,0.5215974658405729,0.776017913724657,Incorrect
619,Multi-lingual Street Signs,IMG_6536,,,French,Stop,Alto,,,2024-01-01 10:18:00,,0.63,203,18,124,145,0.5663979279322422,0.5017970486467508,0.5485281874744558,0.3892543337998333,Incorrect
620,Handwritten Math Solutions,IMG_4575,∫ x dx,8.0,,,,,,2024-01-01 10:19:00,,0.88,258,291,191,159,0.9508614973139673,0.6103659237522433,0.6938640563781593,0.501165856200463,Uncertain
621,Security Camera Anomalies,IMG_7873,,,,,,Unauthorized Access,0.69,2024-01-01 10:20:00,15.0,0.94,79,181,184,136,0.6534961010697327,0.2461854448724765,0.2741446435550291,0.7128600557758891,Incorrect
622,Handwritten Math Solutions,IMG_8709,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 10:21:00,,0.95,91,161,106,76,0.8098697724457594,0.8631495359511828,0.7522144695026693,0.25486892423950924,Correct
623,Multi-lingual Street Signs,IMG_6464,,,English,Stop,Limite de velocidad 50,,,2024-01-01 10:22:00,,0.87,133,128,134,118,0.33147253421569023,0.26035866936856933,0.9578761113254733,0.04316941574911182,Correct
624,Multi-lingual Street Signs,IMG_1595,,,English,Yield,禁止进入,,,2024-01-01 10:23:00,,0.7,83,323,170,172,0.7716961504078327,0.3553414423561142,0.4518467904448432,0.6269647086624834,Incorrect
625,Security Camera Anomalies,IMG_8741,,,,,,Loitering,0.84,2024-01-01 10:24:00,43.0,0.71,337,475,170,55,0.6777539130330241,0.5318189733822336,0.25510824447748415,0.491773380828046,Correct
626,Handwritten Math Solutions,IMG_2226,∫ x dx,4.0,,,,,,2024-01-01 10:25:00,,0.88,89,32,194,192,0.46458536802180683,0.8183098505804852,0.23463840735509844,0.4958869934286969,Incorrect
627,Multi-lingual Street Signs,IMG_7479,,,French,Yield,Alto,,,2024-01-01 10:26:00,,0.64,473,202,174,196,0.9699324018970236,0.48652556476330067,0.28624227573629124,0.13188877770380703,Correct
628,Multi-lingual Street Signs,IMG_8756,,,Chinese,Speed Limit 50,禁止进入,,,2024-01-01 10:27:00,,0.79,457,394,168,96,0.3291329377853647,0.8510917964099717,0.6190760778287266,0.518050234590585,Correct
629,Multi-lingual Street Signs,IMG_2703,,,Chinese,Yield,Alto,,,2024-01-01 10:28:00,,0.93,173,120,102,121,0.20342318453134678,0.08938012598155098,0.5790050175342865,0.08441231571121033,Uncertain
630,Multi-lingual Street Signs,IMG_2715,,,Spanish,Stop,Alto,,,2024-01-01 10:29:00,,0.63,229,494,55,197,0.3136850348151411,0.20476311474598496,0.1001172000303443,0.3810040341852675,Uncertain
631,Multi-lingual Street Signs,IMG_9507,,,Chinese,Speed Limit 50,Limite de velocidad 50,,,2024-01-01 10:30:00,,0.7,130,255,165,52,0.9318374185467208,0.3458103491965534,0.6504267079309316,0.45606919822278513,Uncertain
632,Handwritten Math Solutions,IMG_6154,Σ(n=1 to ∞) 1/n^2,7.0,,,,,,2024-01-01 10:31:00,,0.87,394,56,87,162,0.9801560357277953,0.12262804209161926,0.07021886810493438,0.6740709907414675,Uncertain
633,Handwritten Math Solutions,IMG_7342,∫ x dx,5.0,,,,,,2024-01-01 10:32:00,,0.9,372,2,182,113,0.14839521658189392,0.3678209539614864,0.23600748997942889,0.9886713867577732,Uncertain
634,Multi-lingual Street Signs,IMG_2326,,,Spanish,Yield,Limite de velocidad 50,,,2024-01-01 10:33:00,,0.52,382,111,131,122,0.5691578525827887,0.5736494202628594,0.7871645537867409,0.814056759965521,Uncertain
635,Handwritten Math Solutions,IMG_5623,x^2 + y^2 = 25,10.0,,,,,,2024-01-01 10:34:00,,0.74,239,170,73,154,0.12615162240703193,0.19855028731735946,0.5812331519243988,0.5438694911699826,Incorrect
636,Handwritten Math Solutions,IMG_8966,Σ(n=1 to ∞) 1/n^2,3.0,,,,,,2024-01-01 10:35:00,,0.81,98,29,94,55,0.4439968634287712,0.9517793832388376,0.7520452317426911,0.4714594665744033,Correct
637,Multi-lingual Street Signs,IMG_4655,,,English,Speed Limit 50,Cédez le passage,,,2024-01-01 10:36:00,,0.81,286,258,69,147,0.38434092364659445,0.30834965071953524,0.8233587014646306,0.7258121884670894,Correct
638,Multi-lingual Street Signs,IMG_7524,,,French,Yield,Cédez le passage,,,2024-01-01 10:37:00,,0.55,348,246,77,132,0.9130400089409058,0.6937961541810169,0.9301205459888249,0.6791656895119824,Correct
639,Multi-lingual Street Signs,IMG_6921,,,French,Stop,Limite de velocidad 50,,,2024-01-01 10:38:00,,0.61,77,437,79,175,0.378372216690813,0.8413890150519984,0.8577672542517231,0.22262527880116423,Uncertain
640,Multi-lingual Street Signs,IMG_6878,,,Spanish,Yield,禁止进入,,,2024-01-01 10:39:00,,0.98,105,266,84,83,0.48883845299332895,0.17369048829770195,0.053186356683808,0.478228860874394,Correct
641,Multi-lingual Street Signs,IMG_5944,,,Chinese,Speed Limit 50,禁止进入,,,2024-01-01 10:40:00,,0.65,230,112,114,103,0.6276499939845634,0.9648873855863573,0.3137068211143046,0.9341067711817324,Uncertain
642,Security Camera Anomalies,IMG_8372,,,,,,Unauthorized Access,0.33,2024-01-01 10:41:00,17.0,0.83,499,162,154,95,0.08036184230044152,0.6993647121600227,0.22531973464113286,0.0884008926919142,Uncertain
643,Multi-lingual Street Signs,IMG_4001,,,Chinese,No Entry,禁止进入,,,2024-01-01 10:42:00,,0.55,252,176,102,59,0.9007719075992637,0.3401846090023277,0.6449119338422812,0.307638030965661,Incorrect
644,Multi-lingual Street Signs,IMG_3362,,,Spanish,No Entry,Cédez le passage,,,2024-01-01 10:43:00,,0.68,147,258,154,110,0.527223708791716,0.5016777883827016,0.30512751901286816,0.2902976583405791,Correct
645,Security Camera Anomalies,IMG_8347,,,,,,Loitering,0.74,2024-01-01 10:44:00,17.0,0.85,101,370,170,65,0.9314129091415938,0.7997879897397253,0.7014632158230849,0.6015769161602583,Incorrect
646,Multi-lingual Street Signs,IMG_4106,,,Spanish,Speed Limit 50,Limite de velocidad 50,,,2024-01-01 10:45:00,,0.53,243,294,121,110,0.31778319823542056,0.6590193908938969,0.718286762354587,0.6480765553267501,Incorrect
647,Multi-lingual Street Signs,IMG_1283,,,French,Speed Limit 50,Cédez le passage,,,2024-01-01 10:46:00,,0.62,458,238,158,179,0.356052029798539,0.06270999851027637,0.08079985499816367,0.3333897058979802,Incorrect
648,Security Camera Anomalies,IMG_1452,,,,,,Unauthorized Access,0.26,2024-01-01 10:47:00,12.0,0.92,62,23,189,174,0.3521713936515748,0.9176581782049362,0.6169356159508362,0.64767059814976,Correct
649,Security Camera Anomalies,IMG_6255,,,,,,Loitering,0.86,2024-01-01 10:48:00,14.0,0.9,164,199,163,188,0.5108960546955654,0.9832170855501606,0.45046048106543446,0.27608855332460136,Uncertain
650,Handwritten Math Solutions,IMG_4802,x^2 + y^2 = 25,8.0,,,,,,2024-01-01 10:49:00,,0.99,475,310,104,185,0.21543249551226618,0.12882654100967517,0.9411268707686452,0.298298689441434,Incorrect
651,Multi-lingual Street Signs,IMG_7851,,,English,Stop,Limite de velocidad 50,,,2024-01-01 10:50:00,,0.61,198,354,84,139,0.08662482343802302,0.2985872646297918,0.8273861779430917,0.9483729002241634,Correct
652,Security Camera Anomalies,IMG_4384,,,,,,Loitering,0.03,2024-01-01 10:51:00,50.0,0.8,402,3,103,82,0.470200256365508,0.8067824241782483,0.4701483140101056,0.8235747901084001,Uncertain
653,Handwritten Math Solutions,IMG_4263,x^2 + y^2 = 25,5.0,,,,,,2024-01-01 10:52:00,,0.81,151,322,133,73,0.7115591355442155,0.5250933800062916,0.1617057424651578,0.7119462912908221,Correct
654,Multi-lingual Street Signs,IMG_8319,,,French,Speed Limit 50,Limite de velocidad 50,,,2024-01-01 10:53:00,,0.73,315,71,52,185,0.06776523012600377,0.6344018769028482,0.9909470855042302,0.7521087255171592,Incorrect
655,Handwritten Math Solutions,IMG_8531,∫ x dx,5.0,,,,,,2024-01-01 10:54:00,,0.8,299,2,114,136,0.7578947681491902,0.5641749321696377,0.6313719310341483,0.8641579353126777,Incorrect
656,Security Camera Anomalies,IMG_1509,,,,,,Loitering,0.23,2024-01-01 10:55:00,22.0,0.63,142,231,126,160,0.08834218089432233,0.44035562919449023,0.014347951039551887,0.9892479605376957,Uncertain
657,Security Camera Anomalies,IMG_8910,,,,,,Loitering,0.05,2024-01-01 10:56:00,49.0,0.88,22,115,198,53,0.6299091117114664,0.9907188434385121,0.8586976913971037,0.46184001187216506,Uncertain
658,Handwritten Math Solutions,IMG_9748,Σ(n=1 to ∞) 1/n^2,2.0,,,,,,2024-01-01 10:57:00,,0.77,55,381,52,76,0.8450840947903921,0.10434970175300984,0.8981899731373305,0.9600115550603997,Correct
659,Multi-lingual Street Signs,IMG_6677,,,Chinese,No Entry,禁止进入,,,2024-01-01 10:58:00,,0.76,307,54,134,131,0.9763050179935695,0.8759295036271049,0.5624662219480813,0.6562330344474142,Incorrect
660,Multi-lingual Street Signs,IMG_1333,,,Chinese,Yield,Cédez le passage,,,2024-01-01 10:59:00,,0.87,398,443,112,118,0.43274600085001436,0.05695690713264312,0.443112390611616,0.2023942016038509,Uncertain
661,Security Camera Anomalies,IMG_7903,,,,,,Unauthorized Access,0.88,2024-01-01 11:00:00,35.0,0.6,237,285,152,176,0.09637592817152818,0.05018377913355154,0.7181646356495254,0.5176748994159318,Correct
662,Handwritten Math Solutions,IMG_1607,Σ(n=1 to ∞) 1/n^2,10.0,,,,,,2024-01-01 11:01:00,,0.99,155,481,140,122,0.31777226853137475,0.5747631993289933,0.5368708442052834,0.9403657177053294,Uncertain
663,Multi-lingual Street Signs,IMG_8689,,,French,No Entry,禁止进入,,,2024-01-01 11:02:00,,0.91,392,125,93,194,0.7450572164980768,0.24069548398091511,0.8871394843185942,0.18514724936042737,Uncertain
